PassengerId,Survived
892,0.058785682843154885
893,0.49256141735708925
894,0.103602828966461
895,0.09385369931119614
896,0.6178043333143795
897,0.158980015608987
898,0.5777266002080466
899,0.2839526279449589
900,0.6378431998675459
901,0.12391199914094575
902,0.07882454939632133
903,0.36884750717459786
904,0.9829730406670301
905,0.09859311232816936
906,0.8627398413480315
907,0.7928741120332673
908,0.23886517820033437
909,0.12391199914094575
910,0.5927557501229214
911,0.5025808506336724
912,0.3237600574299734
913,0.1840285988004451
914,0.9479050241989888
915,0.494090423131888
916,0.8577301247097399
917,-0.021369783369510897
918,0.9879827573053217
919,0.11890228250265411
920,0.3938960903660559
921,0.07882454939632133
922,0.16371942862596023
923,0.29397206122154207
924,0.5626974502931718
925,0.5777266002080466
926,0.4490029733872635
927,0.13894114905582056
928,0.5777266002080466
929,0.6228140499526711
930,0.1038731325877793
931,0.07882454939632133
932,0.0337370996516968
933,0.4490029733872635
934,0.023717666375113633
935,0.7628158122035177
936,0.8727592746246147
937,0.1038731325877793
938,0.37385722381288944
939,0.07882454939632133
940,0.7976135250502406
941,0.547668300378297
942,0.4790612732170132
943,0.27894291130666726
944,0.8129129785864337
945,0.9579244574755721
946,0.26391376139179246
947,0.17901888216215345
948,0.053775966204863246
949,0.1038731325877793
950,0.07882454939632133
951,0.9178467243692392
952,0.1439508656941122
953,0.2538943281152092
954,0.13894114905582056
955,0.6178043333143795
956,0.5341681562382209
957,0.7628158122035177
958,0.6378431998675459
959,0.3638377905363062
960,0.44399325674897194
961,0.7976135250502406
962,0.6077849000377962
963,0.12391199914094575
964,0.5827363168463382
965,0.45902240666384675
966,0.9228564410075308
967,0.4389835401106803
968,0.07882454939632133
969,0.8226621082416986
970,0.26391376139179246
971,0.6077849000377962
972,0.1990577487153199
973,0.26364345777047404
974,0.353818357259723
975,0.07882454939632133
976,0.26391376139179246
977,0.07882454939632133
978,0.5927557501229214
979,0.6378431998675459
980,0.5777266002080466
981,0.4041858272639574
982,0.6178043333143795
983,0.07882454939632133
984,0.9629341741138636
985,0.07882454939632133
986,0.47405155657872156
987,0.1038731325877793
988,0.717458058837575
989,0.08383426603461286
990,0.6278237665909626
991,0.06379539948144652
992,0.882778707901198
993,0.27894291130666726
994,0.07882454939632133
995,0.09886341594948778
996,0.6478626331441291
997,0.0888439826729045
998,0.12391199914094575
999,0.07882454939632133
1000,0.07882454939632133
1001,0.3240303610512917
1002,0.20880687837058476
1003,0.5777266002080466
1004,0.9178467243692392
1005,0.6378431998675459
